,Avg systolic BP,Avg diastolic BP,Avg estimated MAP ,Weight at pw26 ,Height at pw26,Midarm circumference at pw26,Triceps skinfold at pw26,Biceps skinfold at pw26,Subscapular skinfold at pw26,Suprailiac skinfold at pw26,Avg antenatal weight 1st tri ,Avg antenatal weight 2nd tri,Avg antenatal weight 3rd tri ,Last antenatal weight,Sodium  ,Magnesium   ,Phosphorus ,Potassium,Calcium ,Iron ,Ferritin ,Copper,Zinc ,Selenium ,Transferrin receptor ,Myristic,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,cis-Vaccenic acid ,Linoleic acid,Linolenic acid (n-6) ,Linolenic acid (n-3)  ,Arachidic acid ,Gondoic acid ,Eicosadienoic acid  ,DGLA ,Arachidonic ,Behenic acid,ETA ,EPA ,Adrenic acid ,DPA ,DHA,Total FA ,Total n-3,Total n-6 ,SFA ,MUFA ,PUFA ,Triglycerides,Total cholesterol,HDL-cholesterol ,LDL-cholesterol,Flavin mononucleotide,Riboflavin ,N1-methylnicotinamide  ,Nicotinamide,Trigonelline ,Pyridoxal,Pyridoxal 5-phosphate ,Pyridoxic acid,Folate,Vitamin B12,Vitamin D3,Arginine,Asymmetric dimethylarginine ,Creatine,Creatinine ,Homoarginine,Symmetric dimethylarginine,Trimethyllysine ,Cystathionine ,Total Homocysteine ,Total cysteine ,1-Methylhistidine ,3-Methylhistidine ,Histidine ,Methionine ,Methionine sulfoxide ,3-Hydroxyanthranilic acid ,3-Hydroxykynurenine ,Anthranilic acid ,Kynurenic acid ,Kynurenine ,Quinolinic acid ,Tryptophan ,Xanthurenic acid ,Betaine ,Choline ,Dimethylglycine ,Trimethylamineoxide,Fasting glucose,2-hour glucose,Adiponectin,PAI-1,Resistin,MCP-1,FSH,GH,LH,TSH,IGF-I,IGF-II,IGFBP-1,IGFBP-3,IGFBP-7,C-peptide,Leptin,TNF-a,IGFBP-4,Insulin,Aspartate transaminase,C-reactive protein,Alanine transaminase ,Uric acid,Neopterin ,PFBA,PFNA,PFDA,PFUnDA,PFHxS,PFOA,PFBS,PFOS,PSI 1st tri,PSI 2nd tri,PSI 3rd tri ,PSI pregnancy ,PM2.5 1st tri ,PM2.5 2nd tri,PM2.5 3rd tri,PM2.5 pregnancy 
LH,0.0628885,0.067103,0.0715717,-0.0861904,-0.032622,-0.0133327,-0.0912087,-0.0697944,-0.0470721,-0.0064946,-0.0994097,-0.0776809,-0.0906467,-0.0871189,0.0592524,-0.0064811,0.0197343,-0.0325582,0.1039194,0.0857713,0.1199141,-0.0727618,0.0425348,-0.005935,-0.0979595,-0.0252448,-0.0540072,-0.0405781,-0.0228091,-0.038807,-0.0306386,-0.0545016,-0.0589637,-0.037948,-0.0407653,0.0072113,-0.0211763,-0.0809316,-0.0688697,-0.0975328,-0.0138337,-0.0621167,-0.008949,-0.0668759,-0.0656964,-0.0539611,-0.0711298,-0.0649006,-0.0473636,-0.0376792,-0.0646586,-0.0015903,-0.009459,-0.0401577,0.0197412,0.0243698,0.064105,0.0134153,0.0000345,0.0177771,0.0912318,0.0708113,0.0706881,0.0906568,-0.0352527,0.044974,-0.0177825,0.0446011,0.0144587,-0.0600466,-0.0600038,0.0327593,0.0514258,0.0108299,-0.0203074,-0.0273529,0.055915,0.0733549,0.0565046,0.0376804,0.1051392,0.0742114,0.0067083,0.0312359,0.0100719,-0.0676011,0.0040031,-0.0016332,0.0269224,0.0613546,-0.0060892,-0.0010484,-0.0425523,0.0370997,0.1186932,0.0095952,0.101909,-0.1115052,-0.0729662,0.2856574,-0.0067484,1,0.2382959,0.0696339,0.0202345,-0.0195136,0.0500719,0.035251,0.0091659,0.0573809,-0.0351487,0.0246212,-0.0118305,0.0495245,-0.0780733,0.0642073,-0.0579849,-0.0637855,0.010772,0.1028979,0.0422027,0.0656716,0.0740876,0.1038602,0.121282,0.089243,0.0381073,-0.0785871,0.1083894,0.0726022,0.0299952,-0.0351208,0.036736,0.0088017
TSH,0.0411601,0.0842381,0.0740258,-0.0172895,-0.0439605,0.0560352,0.0342788,0.0946094,0.0266427,0.0544891,-0.0063696,0.0054196,-0.0028033,-0.0026398,0.0162117,-0.0786563,0.0568687,-0.0594116,0.0573784,0.0312714,0.0829972,0.0587169,0.0339144,-0.0197405,0.0141521,0.0240543,0.0173556,0.0111793,0.0671204,0.0403938,0.0362635,-0.0168848,-0.0209313,-0.0374845,0.1043109,0.0387956,0.0094952,0.042039,0.0011489,-0.0432526,0.0122386,-0.0112715,-0.1262834,-0.0327688,-0.0503214,0.0118175,-0.0468955,-0.0081833,0.0321495,0.0373417,-0.0190037,0.0362344,0.0237476,-0.0122711,0.0167112,0.0776093,0.0336104,0.0105256,0.0604328,-0.0077274,0.0744485,0.0966532,0.0660343,0.0420735,-0.0150338,0.0043249,-0.0042584,0.0247769,0.045781,0.0265485,-0.0116909,0.009188,0.0493261,-0.0212747,0.0281854,-0.0070826,0.0621668,0.0419396,0.0361975,0.0039485,0.1107187,0.0800172,0.0310365,0.0439421,0.069372,0.0666472,0.1207289,0.0677019,0.074324,0.0506972,0.0642905,0.0493835,0.0504806,0.067353,0.0319793,0.0607009,0.0807917,0.0545283,-0.0286376,0.2840848,0.0772432,0.2382959,1,0.0102048,-0.1081228,0.0222654,0.1160887,0.0664991,-0.0025537,0.0297847,-0.0547719,0.0612593,0.0105638,0.0420148,0.0341756,0.0477651,0.0346168,0.0202697,-0.0720705,0.0488922,0.0121086,0.0493422,0.0234594,-0.0454634,-0.0826987,0.0501306,0.0035954,-0.1088299,0.0968443,0.0647818,0.0786252,-0.0176235,0.0568036,0.05991
IGF-I,0.0773899,0.1153187,0.1098706,0.1100451,-0.0359835,0.1550513,0.173503,0.1586654,0.2252617,0.1531207,0.081143,0.1044161,0.098004,0.0899313,0.0188614,-0.0239826,0.1391194,-0.0032722,0.0736952,-0.0368234,0.032932,-0.0647996,0.0694462,0.1291169,-0.006875,-0.0033433,-0.0343508,0.0221169,-0.0180706,-0.0058927,-0.0543234,-0.0429048,-0.0517466,-0.0414134,-0.0179431,-0.0470139,-0.0444379,-0.0223372,-0.0447036,-0.0432552,0.0314556,0.0961688,-0.1015907,0.011815,-0.0506507,-0.0327512,-0.0317576,-0.0426094,-0.031279,-0.0082664,-0.0392377,0.0960184,-0.0159095,-0.0481934,-0.0176425,0.0154115,-0.088552,0.0954396,0.036129,-0.0837648,0.1275709,0.1494399,0.1098544,0.0275864,0.0289134,0.0420542,-0.0033689,0.012189,0.1155511,-0.0328739,0.070109,-0.0342145,0.0963078,0.0285223,-0.1317202,-0.0176549,0.0138793,0.1567599,-0.0596808,-0.0116713,0.0159853,0.1292753,-0.041376,0.03223,0.0740277,0.0472993,0.0935004,0.014445,0.0973495,-0.0808791,0.0766079,-0.022586,0.0541715,0.1879266,0.1295651,-0.0490808,0.1370629,0.0555481,0.0260656,-0.1281149,-0.2156542,0.0696339,0.0102048,1,0.3033787,-0.216077,0.1891732,0.2885333,0.2605755,0.1924916,0.0424696,-0.1232796,0.240255,-0.0368991,0.0251652,0.0262817,0.0450649,0.0158771,-0.0721402,0.0458542,0.1251986,0.133404,0.0437555,-0.0890985,-0.1091327,0.137426,0.0691202,0.018088,0.0356059,0.117911,0.0827314,0.0204298,0.0031857,0.0644137
IGF-II,-0.0254189,-0.0481635,-0.0414016,-0.1087711,0.0259528,-0.0646676,-0.0635809,-0.0950578,-0.1007361,-0.0632099,-0.0895556,-0.1063099,-0.0867046,-0.0835156,0.0055711,0.0941747,0.0272074,-0.0889879,-0.0095648,0.0788984,0.0119976,-0.0918619,0.0030707,0.1668432,0.02597,-0.0085278,-0.0100148,-0.0458635,-0.0280132,-0.0502098,-0.0239773,-0.0334594,0.0146064,0.0523976,-0.0467437,0.0504801,0.0209863,-0.0843363,-0.0090951,0.0582122,0.042562,0.1064071,-0.0086481,0.0732685,0.0336952,-0.0197551,0.0538261,-0.0329303,-0.0139125,-0.0468399,-0.0164327,-0.0200716,0.0352194,0.0646944,0.0268755,0.0550367,-0.0330876,0.1362474,0.0782795,0.009747,0.0188766,0.0403571,0.004441,0.1487496,0.1051699,0.0402025,0.0047213,-0.1217286,0.062137,0.0047619,0.0498441,-0.0588244,-0.0022273,-0.0262375,-0.0497342,-0.0066843,0.0050779,0.0193528,0.0885876,0.0609308,-0.0138477,-0.0340931,-0.1263885,-0.0246319,-0.0143021,-0.0693202,-0.0514573,0.0715354,0.0587577,0.0015391,-0.0360996,-0.1251436,0.0716943,-0.0416229,0.0725536,0.0716168,-0.0547449,-0.0271675,-0.0124991,-0.1089131,0.0571715,0.0202345,-0.1081228,0.3033787,1,0.1340666,-0.0283414,0.1612434,-0.0741858,-0.0072555,0.0685741,0.1392415,-0.1047158,0.0068646,-0.1551687,-0.0163985,-0.074474,-0.1555222,-0.0036463,0.0398592,0.0750289,0.1233183,0.0708495,0.016123,-0.0236028,0.0389406,-0.0078204,0.0727961,-0.0598381,-0.0156873,-0.0108031,0.0594797,-0.0581484,0.0038056
IGFBP-1,-0.2805077,-0.2148207,-0.2581891,-0.4505548,-0.0512771,-0.4154573,-0.3491642,-0.3540638,-0.3735394,-0.2276444,-0.4157875,-0.4602022,-0.4439797,-0.4395488,0.0778956,0.1602902,0.1049502,-0.1484227,0.0146895,0.0299388,-0.0904238,0.1025539,-0.0128652,0.1035012,-0.0035892,0.0156062,-0.0058342,0.0010503,-0.0358057,0.0356443,0.0775817,-0.0059695,0.0216478,0.0340506,0.10852,0.080434,0.0493848,-0.0482309,-0.0173807,0.0243519,-0.0314901,-0.0319408,-0.0625858,0.0276064,-0.0332205,-0.0069873,-0.0263656,-0.0101682,-0.0153551,0.0432329,-0.0139991,-0.1125959,0.1811612,0.2105975,0.1550523,0.0416236,0.0144295,-0.1286546,-0.0052159,0.139101,0.0809815,-0.0057763,0.054775,0.0037101,0.1129658,0.0459193,0.0631791,-0.0453825,-0.0547379,0.2051414,-0.0821379,0.1331818,0.0908839,0.1787831,0.1845968,0.0662764,0.0843949,-0.0040871,0.1445198,0.1027443,0.0488705,-0.0116802,0.0928301,0.1179025,-0.0670078,0.0386004,-0.0147307,0.1523148,-0.0799575,0.0412322,-0.1555066,0.0227684,0.0123216,-0.226764,-0.144252,0.4034683,0.1535108,0.0783843,-0.0903338,-0.0043301,0.2289934,-0.0195136,0.0222654,-0.216077,0.1340666,1,0.3596584,0.2534152,-0.4249402,-0.1740007,0.0857162,0.8509974,-0.5300607,0.1984123,-0.1541425,0.1014429,-0.0245264,-0.0343892,0.0132346,-0.0452457,0.0292179,0.1141906,-0.0918106,-0.0478918,-0.039489,0.0223796,0.1119873,-0.0728995,0.0927718,0.1078879,0.0873016,-0.0089795,0.0597186,0.0740858
IGFBP-3,-0.0323623,0.0916138,0.047097,-0.0491833,-0.0309992,0.0472441,-0.0781067,-0.0370358,-0.0743349,0.060114,-0.0495318,-0.0304463,-0.0495005,-0.0438634,0.264228,0.1880009,0.1951771,-0.1202096,0.1974546,-0.0642916,-0.0579496,0.1905092,0.1634422,0.1309075,0.0021143,-0.0503625,-0.1286017,-0.056651,-0.0567519,-0.0245407,-0.0351639,-0.1315611,-0.185029,-0.2302043,0.1762994,-0.0008399,-0.0572974,-0.1072736,-0.1635675,-0.2045089,-0.099733,-0.1050987,-0.3224734,-0.1088272,-0.2408881,-0.1335352,-0.2314046,-0.1511376,-0.1148837,-0.0276928,-0.1730361,-0.0643985,-0.0524559,0.0211457,-0.0405755,0.0738506,0.0056483,-0.06434,-0.0208722,0.0435312,0.0904925,0.0323587,0.0244655,0.0379403,-0.0886939,0.0941075,0.0619677,-0.0313401,-0.051315,0.0339044,-0.0422889,0.0015351,0.0367882,0.123442,0.0460404,0.1280586,-0.0189363,0.0088942,-0.0201484,-0.0089032,-0.04902,0.0315779,0.0244581,0.0295298,0.0273993,0.038203,0.024058,0.0283341,-0.0503115,-0.0299082,-0.0905349,-0.0531298,-0.0137147,-0.0462711,0.0319265,0.3332672,0.3145103,0.011739,-0.2992122,0.1178669,0.133992,0.0500719,0.1160887,0.1891732,-0.0283414,0.3596584,1,0.4418938,-0.0948979,0.1128932,-0.0445153,0.3719439,-0.1442362,0.0045466,0.0113548,0.0668356,-0.0380256,0.009674,-0.1887855,-0.0129581,0.0068196,0.0613204,-0.0801387,-0.1995474,-0.1965984,0.0453608,0.2223275,-0.264979,0.3730629,0.3376254,0.3386331,-0.0616218,0.2987586,0.2662803
IGFBP-7,-0.0346477,0.039385,0.0095054,-0.0560179,0.0562897,0.0022023,-0.0427333,-0.0148394,-0.0627566,0.048196,-0.0951062,-0.0701207,-0.0792667,-0.0763573,0.1866411,0.1706805,0.2198511,-0.048255,0.1912608,-0.0004661,0.0412712,0.0739309,0.1092035,0.2040269,-0.0566524,-0.0609442,-0.1074752,-0.048315,-0.0447727,-0.0379911,-0.0315983,-0.1133908,-0.1404127,-0.1271564,0.0618158,0.0398201,-0.0393482,-0.072354,-0.117641,-0.0423125,-0.0400947,-0.0511805,-0.1888666,-0.0594966,-0.231791,-0.109879,-0.2042769,-0.1148192,-0.0952919,-0.0388005,-0.1427938,-0.0701825,0.0102402,0.0563411,0.0090386,0.0950972,-0.0541456,-0.0017981,-0.0566121,0.0691307,0.0941233,0.0862822,0.0750044,0.0328326,0.0224495,0.1251537,0.0978723,0.0594563,0.0308567,0.0926646,-0.0119919,0.0312123,0.1286856,0.0939825,0.0020234,0.0726493,0.1334606,0.1025506,-0.0009508,-0.041794,-0.0140244,0.0011609,-0.0058424,0.0411577,0.1109038,0.0607122,0.0799251,0.0379637,0.0580412,-0.0026231,0.0140159,-0.0094605,0.0139301,0.0363995,-0.0172976,0.1826871,0.14628,0.0122507,-0.1225423,-0.0162982,-0.0335869,0.035251,0.0664991,0.2885333,0.1612434,0.2534152,0.4418938,1,0.0370013,0.1960702,-0.0093701,0.2687137,-0.0685675,-0.0221332,-0.1068711,0.0726435,0.0271909,-0.0314819,-0.157012,0.0093581,0.0761413,0.0955808,0.0179777,-0.130627,-0.2245113,0.0625808,0.1751301,-0.0295686,0.1991718,0.2769005,0.2456647,0.020669,0.1455283,0.1901633
C-peptide,0.2443444,0.1937459,0.229191,0.3869217,0.0333801,0.383985,0.3824022,0.3893656,0.3224144,0.2072034,0.3686729,0.3823934,0.3612337,0.3530617,-0.0291199,-0.0990912,-0.0735208,0.1418104,-0.0111894,-0.0883468,0.0486053,0.0709541,-0.0536997,-0.0286627,0.0081037,0.0045139,-0.016792,0.0251968,-0.018971,-0.0725642,-0.1192217,-0.0339822,0.0262958,-0.0366746,-0.1138717,-0.1216552,-0.0828645,0.0547654,-0.001065,-0.0136457,0.0027134,-0.0488786,0.0250055,-0.1317646,-0.0299106,-0.0241624,-0.054228,-0.0170681,-0.0165259,-0.0747882,-0.0221005,0.1565477,-0.2076978,-0.1677686,-0.2374137,-0.1174303,-0.0191966,0.1299164,-0.0376029,0.0612666,0.0155206,0.0211962,0.044907,0.0004402,-0.1032241,-0.0191418,-0.1607021,-0.0296632,0.1265441,0.0034133,-0.0950907,-0.0743291,0.0249908,-0.0933222,-0.0447495,-0.0818865,0.0687089,0.0696521,-0.1565245,-0.224269,0.0252476,0.0736525,-0.0506269,-0.0579733,0.0343896,0.1319191,0.1611173,-0.2112981,0.0051274,-0.0795981,0.2262364,0.0123058,0.0680457,0.3516373,0.0584332,-0.337136,-0.0692661,-0.0487468,0.0648335,-0.0175279,-0.2985352,0.0091659,-0.0025537,0.2605755,-0.0741858,-0.4249402,-0.0948979,0.0370013,1,0.3367015,0.0057596,-0.3112713,0.8164022,-0.1352176,0.202537,0.0029353,0.1488181,0.1346886,-0.0800197,-0.0223322,-0.089893,-0.1214775,0.0479933,-0.0471966,-0.0353665,-0.037986,0.0248606,0.0240062,0.0156427,0.0739399,-0.0533549,-0.0905405,-0.0133028,-0.0790992
Leptin,0.1896157,0.2056,0.2132293,0.4478501,0.0252993,0.4623113,0.3869326,0.3917721,0.3279817,0.2826452,0.4137848,0.4306317,0.447591,0.4420854,0.0787151,-0.0274658,0.0959262,0.0148426,0.0942326,-0.1197291,-0.0373092,0.1900813,-0.0285199,-0.058764,-0.0173774,0.0885025,-0.0368006,0.0305343,0.0243056,-0.04066,-0.1082198,-0.0458462,-0.0260936,-0.0456259,0.0370184,-0.0624024,-0.0362429,0.0889968,0.0109003,0.0263619,0.0148515,-0.0811581,-0.0471014,-0.1386249,-0.1364664,-0.030937,-0.1368706,-0.0125008,-0.0236813,-0.0464413,-0.0400757,-0.0074189,-0.0948654,-0.0387486,-0.0902785,0.0292494,0.0157712,0.0028211,0.0009539,0.1379651,0.0146326,0.0301737,0.0444248,-0.0199124,-0.1460614,0.0020434,0.0931834,0.1377261,-0.0908186,0.1163695,-0.0567588,0.0075064,0.0809179,0.0044956,0.019611,0.0973984,0.0985866,0.0211395,-0.005192,0.024172,0.0971261,-0.016145,0.1297817,-0.0582319,0.1078567,0.1060477,0.0906796,-0.0189431,0.0465714,0.0204942,0.0794074,0.0437642,0.0457569,0.1682485,-0.0202762,-0.1808872,-0.0192313,-0.0667154,0.045315,0.0418638,-0.147486,0.0573809,0.0297847,0.1924916,-0.0072555,-0.1740007,0.1128932,0.1960702,0.3367015,1,0.0283873,-0.1020058,0.3045481,-0.1008204,0.2260923,0.0089936,0.1616048,0.0731616,-0.0456278,0.1011604,-0.0451657,-0.0416981,0.0700311,0.050942,-0.0181318,0.0362612,-0.0221786,-0.035602,0.1059707,0.0602875,-0.0714371,-0.0904276,-0.0020736,-0.085323
TNF-a,0.0385713,-0.033094,-0.0037318,-0.014346,0.0133641,-0.0481556,0.0501795,0.0178805,0.0265878,0.0274605,-0.0116548,-0.0043876,-0.0010788,-0.0089614,-0.1098583,-0.039442,-0.1086323,-0.0227578,-0.1222855,-0.0766519,-0.0159648,-0.0127834,-0.1725378,-0.0984045,0.11166,0.0141074,0.0637056,-0.0285947,0.0478668,0.0301238,0.0308279,0.0846183,0.1090739,0.1017532,-0.0280565,0.06619,0.0484445,0.0034526,0.0086508,0.0834766,0.0156387,0.026937,0.1531738,0.0041795,0.1144659,0.0652453,0.0938809,0.0654156,0.0617406,0.0307491,0.072422,-0.0675342,0.0556843,-0.0562364,0.1054268,0.0163858,0.0111831,-0.0612617,-0.1355636,-0.0326326,0.0003982,-0.0331758,0.0261494,-0.0285308,0.0344757,-0.0770043,0.105595,0.0460158,0.0048647,0.0328631,-0.0065049,0.0294497,0.0660403,0.0217172,0.0454499,-0.0478688,0.0547976,0.0405447,0.0805459,0.033418,0.0536071,-0.0201566,0.112644,0.1370862,-0.0149502,0.1533406,0.1351695,-0.0432835,-0.0890223,0.0416966,-0.0024364,0.0294973,0.0879148,-0.0170173,-0.1181904,0.0108282,-0.0412441,0.1141475,0.3244329,-0.0522344,-0.0033569,-0.0351487,-0.0547719,0.0424696,0.0685741,0.0857162,-0.0445153,-0.0093701,0.0057596,0.0283873,1,0.0501119,-0.0255285,0.084682,-0.0281502,-0.0051975,-0.0129981,0.1799832,0.0127624,0.0488649,0.0189704,0.0402344,-0.0456437,0.0872958,0.0115056,-0.0340121,-0.0839987,0.0743625,-0.0924088,-0.1100933,-0.2087951,-0.0864955,-0.1548955,-0.2072423
IGFBP-4,-0.2338516,-0.1575631,-0.2011463,-0.3610957,-0.0354918,-0.3141795,-0.3143351,-0.3190771,-0.3303172,-0.2080311,-0.3310305,-0.3682552,-0.3597211,-0.3557133,0.1123465,0.1621928,0.1109187,-0.1611887,0.0262642,0.0116318,-0.1290725,0.1308245,0.042127,0.1271428,-0.0084343,0.0393061,0.0169416,-0.0127085,-0.0264407,0.0469833,0.0621489,-0.0046726,-0.0013214,-0.0051974,0.1431172,0.0952611,0.0439767,-0.0620519,-0.0382319,-0.014149,-0.0573722,-0.0304129,-0.1090598,0.0167272,-0.0451565,0.0000902,-0.0390189,-0.0195528,0.0066544,0.0489008,-0.024895,-0.102373,0.1390482,0.1535135,0.1120778,0.0808312,0.0307411,-0.0727491,-0.0125646,0.1197985,0.0993869,0.0126235,0.0591842,0.0422549,0.0714129,0.0775001,0.0714405,-0.0397594,-0.0176276,0.1800266,-0.0648951,0.1232252,0.0853844,0.1249647,0.1237328,0.0569113,0.0591405,0.0003417,0.124132,0.0863125,0.0108679,-0.010502,0.0856669,0.0837351,-0.0662762,0.0431008,-0.0096135,0.1225193,-0.0929719,-0.001847,-0.155679,-0.0358273,0.0212785,-0.1829274,-0.1156195,0.386417,0.176903,0.0823298,-0.1531808,0.0493161,0.1823469,0.0246212,0.0612593,-0.1232796,0.1392415,0.8509974,0.3719439,0.2687137,-0.3112713,-0.1020058,0.0501119,1,-0.4172849,0.1249001,-0.1154949,0.0886441,-0.0155957,-0.0115114,-0.0407497,-0.0489391,0.0312525,0.1181963,-0.0852164,-0.0946664,-0.0963421,0.0565718,0.1578503,-0.1232433,0.1359693,0.1562669,0.1605479,-0.0106447,0.097412,0.1220551
Insulin,0.2764537,0.2606988,0.2911904,0.4638321,0.0509801,0.433028,0.399198,0.4390947,0.3746211,0.2619012,0.4404462,0.4647483,0.4656746,0.4478863,-0.0217914,-0.0891015,-0.0849112,0.0553647,0.0181019,-0.1617484,0.0799106,0.0945349,-0.0732306,-0.0549214,-0.0080862,0.0148819,0.0415621,0.0339556,0.0435474,-0.0040928,-0.0608872,0.0237547,0.0335546,-0.0038543,-0.0456293,-0.1082932,-0.0418568,0.1062755,0.0423249,0.0249238,-0.0123525,-0.0069268,0.0124438,-0.0849706,0.0468288,0.0370939,0.0143038,0.0402421,0.0449814,-0.0100567,0.0363295,0.1288997,-0.2284298,-0.1714073,-0.247314,-0.1324209,0.0011055,0.0981616,-0.0157751,0.0277473,-0.0119914,-0.0043293,0.0167939,-0.0402834,-0.1322908,-0.0307357,-0.1386343,-0.0485529,0.1313254,-0.095841,-0.0633519,-0.1452381,0.0200582,-0.1075248,-0.0790787,-0.0469305,0.0088598,0.0862392,-0.2206023,-0.2334126,-0.0129603,0.1051811,0.0077215,-0.1016708,0.0243129,0.1542953,0.1144053,-0.2068601,-0.000272,-0.105437,0.201698,-0.0067869,0.0993422,0.3133117,0.0313818,-0.3532381,-0.0451906,0.0069959,0.1282672,-0.0222621,-0.2633585,-0.0118305,0.0105638,0.240255,-0.1047158,-0.5300607,-0.1442362,-0.0685675,0.8164022,0.3045481,-0.0255285,-0.4172849,1,-0.1932019,0.2687869,-0.0439241,0.1157296,0.1339654,-0.0486987,-0.0139984,-0.0861528,-0.1139526,0.0712255,-0.0011564,-0.0171305,0.0004456,0.0070679,0.0262276,-0.0185012,0.0366536,-0.0489332,-0.074775,-0.0191043,-0.067557
Aspartate transaminase,-0.03642,-0.1471175,-0.1157662,-0.1954601,-0.0464782,-0.2312038,-0.0741629,-0.1469273,-0.0661374,-0.0045807,-0.2278638,-0.205838,-0.2115064,-0.1906601,-0.1035018,-0.0112275,-0.060448,0.0497013,-0.0494724,0.221074,0.102232,-0.1333932,0.0236575,-0.0440702,-0.0779391,0.0162764,-0.0315299,-0.0234287,-0.0331759,-0.03275,-0.0157436,-0.0293269,0.0207179,0.0903,-0.0690182,-0.0020353,-0.0052968,-0.0808725,-0.0649961,-0.0593004,0.0142006,0.0451085,0.0987487,0.0667419,0.021838,-0.0330917,0.0354265,-0.0463099,-0.0352749,-0.031143,-0.0260933,-0.058688,0.0641078,0.0989266,0.0685302,0.1308782,0.1810246,0.0739537,-0.0008382,0.072947,0.2378335,0.2119428,0.2912942,0.1310191,0.2347756,0.1293207,-0.0285613,0.0398982,0.0148395,0.1410591,-0.0270272,0.0550109,0.0350312,0.033483,0.0417442,0.0047115,0.1766024,-0.0436614,0.0747278,0.0828423,0.1362143,0.1290818,-0.0005815,0.0786699,0.1486658,0.0335479,0.1287419,0.0160456,0.1016,0.1203207,0.0608307,0.0740744,-0.0089505,-0.0807587,-0.0039893,0.1091683,0.1123431,0.0385584,-0.0136283,-0.0145049,0.0233105,0.0495245,0.0420148,-0.0368991,0.0068646,0.1984123,0.0045466,-0.0221332,-0.1352176,-0.1008204,0.084682,0.1249001,-0.1932019,1,-0.2231134,0.7606783,0.094007,0.0102637,0.0155233,0.0134238,0.0443899,0.110964,0.004065,0.1001398,0.058177,0.1252469,-0.0267342,0.0044101,-0.0313328,-0.0382438,-0.0807792,-0.0572571,-0.0817922,-0.1026159
C-reactive protein,0.2195131,0.2048542,0.2216133,0.3876603,-0.0825246,0.434462,0.3417121,0.393893,0.2531448,0.1779334,0.4606618,0.3921006,0.3767858,0.3727431,-0.097503,-0.208574,-0.0466773,-0.0103201,0.0148002,-0.1776148,0.0899909,0.4540467,-0.0909106,-0.1382859,-0.0480675,-0.0808772,-0.0395493,0.0020363,0.0060807,-0.0614472,-0.0762546,-0.0277998,0.0338832,-0.0621941,0.0031379,-0.1432285,-0.0626129,0.1669773,0.0843751,0.0134526,0.0114404,-0.0475818,-0.0565732,-0.1211911,-0.0387947,-0.0137286,-0.0518335,0.0274491,-0.0279024,-0.058127,0.0108884,0.0390264,-0.1180947,-0.0806624,-0.1300749,-0.0707479,-0.0188249,-0.0743289,-0.1208709,0.0887698,-0.004545,-0.0154241,0.0532471,-0.0930879,-0.1697248,0.010592,0.0202082,0.1019617,-0.0381289,-0.0365681,-0.0546506,0.0700726,-0.012977,-0.0782728,-0.041588,0.0803182,0.0221977,-0.0263355,-0.1193969,-0.1570614,-0.0997898,0.0964858,0.1200906,-0.0717022,0.113425,0.1424211,0.190981,-0.1646719,-0.0223332,0.0498607,0.1280382,0.1264523,0.0106322,0.0714773,0.0751187,-0.2166305,-0.0965318,0.0169117,0.1806014,-0.0696004,-0.1297278,-0.0780733,0.0341756,0.0251652,-0.1551687,-0.1541425,0.0113548,-0.1068711,0.202537,0.2260923,-0.0281502,-0.1154949,0.2687869,-0.2231134,1,-0.1559194,0.1900816,0.1707855,-0.0237586,-0.0307817,-0.120887,-0.1164979,0.002245,-0.0383093,-0.0226468,-0.0319914,-0.0252472,0.0245695,-0.053284,-0.0287647,-0.0396724,0.015338,-0.0451577,-0.0104893
Alanine transaminase ,0.0177315,-0.0615834,-0.0309394,-0.0364057,0.0611486,-0.065923,0.005096,-0.0494561,0.0211825,0.0529237,-0.0573423,-0.0410272,-0.0418118,-0.0222273,0.0025433,0.0660949,-0.006848,0.0738443,0.0461544,0.1524838,0.1448988,-0.0524559,0.0817805,-0.0071384,-0.1416898,-0.0497949,-0.118082,-0.075456,-0.0715463,-0.1329083,-0.1142541,-0.130418,-0.0167952,0.0154393,-0.1400236,-0.0440786,-0.0973106,-0.1642375,-0.1315305,-0.1141932,-0.0048549,-0.0179859,0.0547927,-0.0263782,-0.0747016,-0.129435,-0.0615684,-0.14702,-0.1132197,-0.1297158,-0.1332032,-0.1033926,-0.0612529,0.0647271,-0.0624765,0.1291172,0.2124797,0.0317798,-0.072534,0.045397,0.2256003,0.1984935,0.2773588,0.0676346,0.1395074,0.1346805,-0.0603186,0.0667223,0.0066694,0.0804817,-0.0089812,-0.0024148,0.054975,-0.0078527,-0.019269,-0.0185279,0.1689031,0.0254816,-0.0412306,-0.0060698,0.0882875,0.0863043,-0.0321393,0.0748395,0.1496471,0.0236748,0.1002458,-0.000982,0.1092492,0.1280184,0.0792001,0.0718778,0.0204289,-0.0103959,-0.0409954,0.069555,0.0714166,-0.0145861,-0.0665429,0.0432027,-0.0212075,0.0642073,0.0477651,0.0262817,-0.0163985,0.1014429,0.0668356,0.0726435,0.0029353,0.0089936,-0.0051975,0.0886441,-0.0439241,0.7606783,-0.1559194,1,0.0738608,0.0479911,-0.0493861,0.0572118,0.087929,0.1224828,0.0968979,0.0431748,-0.016646,0.1510273,0.0192198,-0.0425344,0.0864752,0.0554256,-0.0203798,-0.0906413,-0.0113934,-0.064776
